Time (EET),Open,High,Low,Close,Volume 
2025.01.03 20:40:00,21325.802,21334.035,21322.303,21326.469,0.21538
2025.01.03 20:50:00,21326.281,21332.069,21301.891,21311.59,0.22946
2025.01.03 21:00:00,21309.135,21336.603,21299.801,21335.08,0.27159
2025.01.03 21:10:00,21334.803,21345.014,21328.546,21344.536,0.22517
2025.01.03 21:20:00,21344.335,21348.281,21328.303,21340.802,0.20735
2025.01.03 21:30:00,21341.19,21361.99,21336.524,21360.847,0.20647
2025.01.03 21:40:00,21361.325,21362.003,21340.59,21348.524,0.1925
2025.01.03 21:50:00,21348.89,21349.324,21331.814,21337.101,0.22176
2025.01.03 22:00:00,21337.436,21337.436,21309.058,21323.525,0.26994
2025.01.03 22:10:00,21323.435,21330.89,21315.346,21325.913,0.22462
2025.01.03 22:20:00,21325.847,21327.858,21311.101,21325.59,0.22209
2025.01.03 22:30:00,21323.592,21325.857,21302.379,21315.991,0.26246
2025.01.03 22:40:00,21315.968,21316.824,21289.781,21296.179,0.24882
2025.01.03 22:50:00,21297.368,21329.657,21278.311,21311.835,0.32549
2025.01.03 23:00:00,21310.647,21316.658,21293.811,21300.914,0.20471
2025.01.03 23:10:00,21301.425,21301.425,21290.325,21292.836,0.06688
2025.01.06 01:00:00,21342.669,21349.036,21318.301,21326.079,0.09765
2025.01.06 01:10:00,21323.991,21343.602,21323.991,21326.181,0.05364
2025.01.06 01:20:00,21325.214,21334.547,21323.546,21325.713,0.04653
2025.01.06 01:30:00,21325.879,21329.646,21308.313,21320.625,0.07011
2025.01.06 01:40:00,21320.681,21335.779,21320.504,21332.579,0.07506
2025.01.06 01:50:00,21332.147,21335.802,21324.411,21331.258,0.05994
2025.01.06 02:00:00,21331.183,21341.481,21330.124,21334.658,0.09333
2025.01.06 02:10:00,21334.511,21335.225,21305.168,21309.057,0.09666
2025.01.06 02:20:00,21308.736,21313.679,21299.735,21308.781,0.08604
2025.01.06 02:30:00,21308.569,21308.89,21291.368,21292.224,0.08991
2025.01.06 02:40:00,21292.125,21301.768,21285.803,21298.224,0.09261
2025.01.06 02:50:00,21298.614,21307.325,21294.368,21302.802,0.10422
